Date,Indonesia_Index,Indonesia_ETF,Singapore_Index,Singapore_ETF,Malaysia_Index,Malaysia_ETF,Thailand_Index,Thailand_ETF,Philippines_Index,Philippines_ETF
2015-06-23,4937.4560546875,19.922393798828125,3339.780029296875,17.474411010742188,1726.8599853515625,25.706544876098633,1503.22998046875,59.66994094848633,7549.61865234375,35.54663848876953
2015-06-24,4953.3232421875,19.700483322143555,3351.330078125,17.447420120239258,1731.6800537109375,25.358049392700195,1518.260009765625,59.80138397216797,7641.365234375,35.62791442871094
2015-06-25,4919.8505859375,19.49067497253418,3349.8701171875,17.447423934936523,1716.81005859375,25.27290916442871,1519.469970703125,59.85188674926758,7579.9609375,35.40447235107422
2015-06-26,4922.8134765625,19.482351303100586,3320.89990234375,17.20110321044922,1710.469970703125,25.086009979248047,1518.030029296875,60.0412712097168,7620.09033203125,35.34089279174805
2015-06-29,4882.38818359375,19.099365234375,3280.179931640625,16.954790115356445,1691.9200439453125,24.753742218017578,1511.18994140625,59.3153076171875,7565.4345703125,35.059329986572266
2015-06-30,4910.466796875,19.290855407714844,3317.330078125,17.20110321044922,1706.6400146484375,25.14830780029297,1504.550048828125,58.75506591796875,7562.55517578125,34.968502044677734
2015-07-01,4903.87158203125,19.365787506103516,3331.139892578125,17.22847557067871,1727.9599609375,25.522106170654297,,58.8971061706543,7573.20263671875,35.213741302490234
2015-07-02,4944.587890625,19.757102966308594,3327.840087890625,17.28321075439453,1733.8800048828125,25.70900535583496,1491.6199951171875,58.46310806274414,7576.36181640625,35.55887985229492
2015-07-03,4982.71630859375,,3342.72998046875,,1734.239990234375,,1489.5899658203125,,7533.36279296875,
2015-07-06,4916.5498046875,19.507326126098633,3332.93994140625,17.28321075439453,1717.050048828125,24.961410522460938,1473.22998046875,57.53987503051758,7453.2333984375,34.686946868896484
2015-07-07,4905.8583984375,19.515653610229492,3340.929931640625,17.21479034423828,1712.300048828125,24.71220588684082,1483.77001953125,57.57933044433594,7440.73681640625,34.45987319946289
2015-07-08,4871.380859375,19.20760154724121,3284.989990234375,16.941104888916016,1695.8299560546875,24.71220588684082,1470.25,57.24791717529297,7361.537109375,34.21463394165039
2015-07-09,4838.095703125,18.982803344726562,3267.39990234375,16.92742347717285,1701.5400390625,24.899106979370117,1472.5699462890625,57.011192321777344,7375.79345703125,34.205543518066406
